"Start Time","End Time","Text","Layer ID"
"00;47;47;29","00;47;53;00","and hand saws and we,when we got through skinning,","1"
"00;47;53;06","00;47;56;06","you could walk through the woods and","1"
"00;47;57;21","00;47;58;19","it was nice.","1"
"00;47;58;19","00;48;04;07","You could hunt there, you know, now with this equipment there, you got now","1"
"00;48;04;14","00;48;08;25","it mashes everything downand you can't walk through it.","1"
"00;48;10;01","00;48;13;01","Very few hand saws.","1"
"00;48;13;12","00;48;14;25","I knew the man","1"
"00;48;14;25","00;48;17;24","that surveyed the beaver flume","1"
"00;48;18;21","00;48;21;21","and,","1"
"00;48;22;09","00;48;27;14","He, saidwhen they got down there and finished it,","1"
"00;48;27;14","00;48;31;01","they put water in it and trailerthe logger to.","1"
"00;48;31;23","00;48;34;05","And they went clear across the river.","1"
"00;48;34;05","00;48;38;07","So they had to changethe slope of the flume right","1"
"00;48;38;19","00;48;40;11","where they put it in there.","1"
"00;48;40;11","00;48;44;07","This this courthouse was built in 1863.","1"
"00;48;45;03","00;48;48;04","They were mining was just going.","1"
"00;48;48;04","00;48;51;04","How could they make millions of dollarsbeing taken out of here?","1"
"00;48;51;16","00;48;55;22","And they ended up with a lot of robberiestaking place","1"
"00;48;55;22","00;48;58;22","as they were taking the gold from heredown to Lewiston.","1"
"00;48;58;22","00;49;01;24","So they decidedthey need some county government.","1"
"00;49;01;24","00;49;04;24","So they organized, the county here.","1"
"00;49;04;25","00;49;07;25","And this was the first county courthousein Idaho.","1"
"00;49;07;29","00;49;12;04","It was built in 63, in fact,you see, the bars up there in that window.","1"
"00;49;12;04","00;49;14;01","That's where the jail was.","1"
"00;49;14;01","00;49;18;05","And they put kegs of nailsand put them into the in the wall","1"
"00;49;18;05","00;49;22;13","so the prisoners couldn't cut their wayout of this log, the long jail.","1"
"00;49;23;01","00;49;25;24","And then the second floorwas where the county commissioners met.","1"
"00;49;26;25","00;49;28;24","And that was the big government,","1"
"00;49;28;24","00;49;32;11","this county, this was still WashingtonTerritory during that time.","1"
"00;49;32;23","00;49;36;25","It was Shoshone County,which was all basically all of North Idaho","1"
"00;49;37;03","00;49;40;11","except for laterCounty and Nez Perce County.","1"
"00;49;40;25","00;49;43;13","So it was a huge, huge county,","1"
"00;49;43;13","00;49;46;03","and all of governing was done from here.","1"
"00;49;46;03","00;49;48;06","And this was put out to bid.","1"
"00;49;48;06","00;49;52;29","I forget the amount of moneythey awarded for to build this courthouse,","1"
"00;49;52;29","00;49;58;29","but it was the first courthouse in Idahoand the first governing body in Idaho","1"
"00;49;59;02","00;50;03;18","as it is basically the territory of Idaho.","1"
"00;50;04;04","00;50;08;20","Sure, they would take the gold from hereby mule down to Lewiston,","1"
"00;50;09;13","00;50;10;22","and it was an arduous trip.","1"
"00;50;10;22","00;50;12;17","They had to go down to the Clearwater.","1"
"00;50;12;17","00;50;15;08","They had a ferry there across Clearwater.","1"
"00;50;15;08","00;50;17;19","Then they go up across the prairie.","1"
"00;50;17;19","00;50;22;03","It passed where Nez Perce is now and downthrough a cul de sac into Lewiston.","1"
"00;50;22;03","00;50;25;03","So it was a it was a long, arduous trip,","1"
"00;50;25;22","00;50;29;18","and they had to take all the banks","1"
"00;50;29;25","00;50;34;12","where these crooks would hang outand they'd rob these people, these","1"
"00;50;35;14","00;50;36;05","mule skinners","1"
"00;50;36;05","00;50;39;10","who were taking the gold downto down to Lewiston.","1"
"00;50;39;27","00;50;41;20","And they decidedthey needed some government","1"
"00;50;41;20","00;50;46;18","and that's when they establishedthe county here, Shoshone County and that.","1"
"00;50;46;18","00;50;49;20","And then they got got the sheriffand they got some passes.","1"
"00;50;50;03","00;50;52;19","And then when they started governing","1"
"00;50;52;19","00;50;55;28","and they did it basicallyto stop the violence, they had one fella","1"
"00;50;55;28","00;50;59;02","who stopped taking goldbecause he was a feared for his life.","1"
"00;50;59;23","00;51;04;23","And one of those gangs came backand shot up an owner of a bar, because he","1"
"00;51;05;26","00;51;09;04","talked back to himwhen I was riding back from Lewiston.","1"
"00;51;09;20","00;51;12;20","It was a wild, violent place.","1"
"00;51;13;00","00;51;16;05","And that was the genesisfor starting a county government here.","1"
"00;51;16;11","00;51;18;23","So they get some lawand order, more order than law.","1"
"00;51;18;23","00;51;19;12","Probably","1"
"00;51;20;16","00;51;23;10","majorgold rush before this was in California.","1"
"00;51;23;10","00;51;25;17","They all came from the East.","1"
"00;51;25;17","00;51;28;23","This was the first major gold rushwhere they all came from the West.","1"
"00;51;29;07","00;51;32;20","They came from this,the west coast, from the logging","1"
"00;51;32;20","00;51;35;26","camps up in the Olympic Peninsula,mostly from Portland.","1"
"00;51;36;12","00;51;38;23","Portland was the funnel at that time.","1"
"00;51;38;23","00;51;42;02","It was the it was the majormetropolitan area at that time in Seattle.","1"
"00;51;42;02","00;51;43;16","There was just a sawmill.","1"
"00;51;43;16","00;51;46;05","There was no basically said here at all.","1"
"00;51;46;05","00;51;47;05","And so it was Portland.","1"
"00;51;47;05","00;51;51;08","And then Pierce becamebasically the second largest city","1"
"00;51;51;08","00;51;54;26","in Washington Territory after Portland.","1"
"00;51;55;16","00;51;59;06","I forget how many thousand,but it was thousands of people here.","1"
"00;51;59;22","00;52;04;04","And then they the work was incredibly hardbecause they had to get water","1"
"00;52;04;25","00;52;07;07","funneled in to get to","1"
"00;52;07;07","00;52;10;15","the sluice boxesto get the overload off of the gold.","1"
"00;52;11;05","00;52;14;28","And it was, for instance,what guy who would walk three miles up","1"
"00;52;15;12","00;52;18;10","it, have to dam up the creekto get ahead of water,","1"
"00;52;18;10","00;52;21;27","to come down to flush through thethe sluice boxes.","1"
"00;52;22;12","00;52;25;25","He get up in the morning,go up and release the dam","1"
"00;52;25;25","00;52;28;25","so the water would come downto flush through and he walked back.","1"
"00;52;28;25","00;52;29;25","At night.","1"
"00;52;29;25","00;52;32;25","We all wet, all running, all day.","1"
"00;52;32;25","00;52;35;18","Walk another three miles up to put a","1"
"00;52;36;17","00;52;38;29","dam on the creekagain so they get another head of water","1"
"00;52;38;29","00;52;42;24","for the next day and walk back,all in a day's work.","1"
"00;52;42;24","00;52;44;08","So he's walked","1"
"00;52;44;08","00;52;48;27","12 miles plus worked all dayto get the gold off out of the six boxes.","1"
"00;52;49;03","00;52;51;22","That's how tough those guys were.","1"
"00;52;51;22","00;52;56;22","But the single greatest guyin my in my experience","1"
"00;52;57;06","00;53;00;20","and is he has a huge tombstoneright here in the Pierce Cemetery","1"
"00;53;01;13","00;53;04;08","was was","1"
"00;53;04;08","00;53;07;27","it it was his name was Israel Cohen,","1"
"00;53;09;03","00;53;11;02","and he was a county commissioner.","1"
"00;53;11;02","00;53;14;11","He was in the territorial legislature,but he also","1"
"00;53;14;11","00;53;17;24","then became the first postmanand post carrier.","1"
"00;53;18;11","00;53;22;01","And he would carry the mail from heredown to the Clearwater,","1"
"00;53;22;01","00;53;26;17","across up again to the great,across the prairie and down to Lewiston,","1"
"00;53;27;20","00;53;30;29","all on his back, 30, 40 pounds of mail.","1"
"00;53;31;16","00;53;34;13","And in the weather he did it on snowshoes,","1"
"00;53;34;13","00;53;36;23","and he had a club foot.","1"
"00;53;36;23","00;53;38;26","How's that for tough?","1"
"00;53;38;26","00;53;41;19","And when the mining disappeared,the logging came in.","1"
"00;53;41;19","00;53;44;11","They started here in 26,","1"
"00;53;44;11","00;53;47;26","and this was one of the finest lowelevation pine","1"
"00;53;47;26","00;53;50;10","forests in the United States.","1"
"00;53;50;10","00;53;56;02","I forget how many millions and billions ofactually board feet if they measured it.","1"
"00;53;56;02","00;53;59;09","They estimated there was hereand they came in basically","1"
"00;53;59;25","00;54;03;07","with it built, in fact,that they got a generator.","1"
"00;54;03;07","00;54;07;13","They took up to the head of Beaver Creek,and in one year they built flumes.","1"
"00;54;07;13","00;54;08;11","Flumes or what?","1"
"00;54;08;11","00;54;12;05","Or funnels that they used to take the logsdown to the river for the log drive.","1"
"00;54;13;01","00;54;15;16","They saw it and built about.","1"
"00;54;15;16","00;54;17;16","I think it was 8 or 12 miles of film.","1"
"00;54;17;16","00;54;21;18","One summer, and they would take the lumberdown the flume","1"
"00;54;21;27","00;54;25;12","with water to get it downto the next section of the flume.","1"
"00;54;25;29","00;54;29;22","It was just incredible, incredible workthose carpenters built,","1"
"00;54;30;07","00;54;31;22","and you'd have to see pictures of the film","1"
"00;54;31;22","00;54;33;15","to understandwhat an undertaking that was.","1"
"00;54;33;15","00;54;36;08","Yeah, crossbarsthat they, they were built on.","1"
"00;54;36;08","00;54;40;12","And you had the flumeitself was a funnel to get the logs down,","1"
"00;54;41;06","00;54;43;14","and then you had to be very carefulabout the amount of.","1"
"00;54;43;14","00;54;46;06","They had sidewalks along the flume.","1"
"00;54;46;06","00;54;49;19","They had flume walkers,they had crank telephones.","1"
"00;54;50;03","00;54;54;07","And they had those damswhere you let water into the flume","1"
"00;54;54;08","00;54;57;08","to get the water to float the logs down.","1"
"00;54;57;08","00;55;00;03","But you had to be really careful,because if you put too much water","1"
"00;55;00;03","00;55;03;02","and you got swift the logto jump the flume,","1"
"00;55;03;11","00;55;06;11","if you had too little water,they jam up and","1"
"00;55;06;11","00;55;09;11","and call the transport of logs down.","1"
"00;55;09;18","00;55;12;16","And so those flume walkers would call upand they know","1"
"00;55;12;16","00;55;15;08","when to release water,how much water to release.","1"
"00;55;15;08","00;55;17;17","So they would give just exactlythe right amount of water","1"
"00;55;17;17","00;55;21;25","to get those logs down to the down,down to the river for their log drive.","1"
"00;55;22;11","00;55;24;13","It was incredible feat.","1"
"00;55;24;13","00;55;27;12","I forget how many miles of flumeended up building","1"
"00;55;27;15","00;55;30;02","before they stopped the log drives,","1"
"00;55;30;02","00;55;33;03","but they would have these holding pondswhere they'd have that","1"
"00;55;33;04","00;55;37;27","thousand thousands of board feet of logsand they'd roll them in with PVC center.","1"
"00;55;37;27","00;55;39;21","The end of theflume in the water was going","1"
"00;55;40;25","00;55;45;10","and I have pictures of the lost and mill.","1"
"00;55;45;25","00;55;48;27","The pond was just filled with logsafter the log drive.","1"
"00;55;48;27","00;55;51;27","It was just an incredible undertaking","1"
"00;55;52;02","00;55;54;25","and what they couldn't get,of course they had to have","1"
"00;55;54;25","00;55;58;28","had to be on the slope down to the riverto have the flumes inland.","1"
"00;55;58;28","00;56;01;25","They used the trains and the what?","1"
"00;56;01;25","00;56;05;17","The river camps were letters camp T camp,","1"
"00;56;06;02","00;56;10;03","actually camp H, campyand the railroad camps were numbers.","1"
"00;56;10;03","00;56;13;13","Camp 14, camp 16. Hold it.","1"
"00;56;13;15","00;56;14;21","And what they couldn't","1"
"00;56;14;21","00;56;18;12","take out down through the river,they would had built a railroad","1"
"00;56;18;12","00;56;22;16","from here down to Lewistonand they take them out by train camps.","1"
"00;56;22;16","00;56;25;16","Prairie came up the Lewiston,and then Potlatch","1"
"00;56;25;16","00;56;29;02","built its own railroads out to the camps,and they had miles.","1"
"00;56;29;02","00;56;31;29","I forget how many miles of railroadthat they built","1"
"00;56;31;29","00;56;35;12","to to bring the logs in from the campswhere they couldn't get them down to the","1"
"00;56;35;16","00;56;36;22","logs, down to the river.","1"
"00;56;37;27","00;56;39;23","Well, what happened was that","1"
"00;56;39;23","00;56;42;28","they brought inan infusion of people into Idaho.","1"
"00;56;43;08","00;56;45;11","I mean, you had thousands of people here.","1"
"00;56;45;11","00;56;48;19","Yeah, the populationand then when they discovered","1"
"00;56;48;19","00;56;51;19","silver up and in the court lanes,","1"
"00;56;51;19","00;56;55;21","and they moved the county seatfrom Shoshone County to Pierce to Mullen,","1"
"00;56;56;16","00;57;00;04","which later went to Wallace,and then the mining brought","1"
"00;57;01;04","00;57;01;20","people in.","1"
"00;57;01;20","00;57;06;14","And they also had another gold rush downand out, out of Granville.","1"
"00;57;07;01","00;57;09;15","And that was what the first","1"
"00;57;09;15","00;57;13;00","draw of populationin, so people could see what was here.","1"
"00;57;13;14","00;57;16;14","And then once they came in hereand saw all the timber,","1"
"00;57;17;01","00;57;21;17","then they said, wow,this is there's more than just gold here.","1"
"00;57;22;01","00;57;24;22","Here's, here's a","1"
"00;57;24;22","00;57;29;10","incredibly rich, diverseforest unparalleled","1"
"00;57;29;10","00;57;32;10","anywhere else in the United Statesfor a low elevation forest.","1"
"00;57;32;13","00;57;34;05","And so that brought people in.","1"
"00;57;34;05","00;57;35;08","And as Galen was saying,","1"
"00;57;35;08","00;57;38;09","there are 4 or 500 people in headquartersat the height of the logging.","1"
"00;57;39;00","00;57;42;00","They started with horses, crosscut saws.","1"
"00;57;42;26","00;57;47;08","My dad used to say that in a horse campthere were three key people.","1"
"00;57;47;08","00;57;49;19","If you didn't have those three people,","1"
"00;57;49;19","00;57;51;27","you're not going to havea good logging camp.","1"
"00;57;51;27","00;57;56;23","And that was the camp cookwho fed the lumberjacks, the barn boss","1"
"00;57;56;23","00;58;00;18","and fed the horses, and the fivewho kept the crosscut style sharp.","1"
"00;58;01;11","00;58;02;08","And each sawyer","1"
"00;58;03;11","00;58;03;22","pair of","1"
"00;58;03;22","00;58;06;22","sawyers would have their own saw,and they take them in.","1"
"00;58;07;00","00;58;10;00","And the salt shop is right down thereat the museum.","1"
"00;58;10;12","00;58;14;04","And they file the filers would filethe saws, they'd leave them for one day.","1"
"00;58;14;04","00;58;15;28","They come back and get a new set of filesizes.","1"
"00;58;15;28","00;58;18;21","The next day,I remember going into a filing shop","1"
"00;58;18;21","00;58;21;21","and there was iron filingsall over the floor.","1"
"00;58;22;09","00;58;26;15","That's that's how they kept to the horselogging camps going.","1"
"00;58;27;25","00;58;29;03","It started in Potlatch.","1"
"00;58;29;03","00;58;32;16","Bill dairy was brought outby Weyerhaeuser, built a railroad","1"
"00;58;32;16","00;58;35;28","from Potlatch over to Bovill","1"
"00;58;36;07","00;58;40;27","that walked into the Milwaukee Roadand they had access to the markets.","1"
"00;58;41;08","00;58;45;14","And then when they came down here,the lowest and they had the railroad out,","1"
"00;58;45;24","00;58;50;05","but for the for the lumber to get out,and it was just a sawmill then.","1"
"00;58;50;05","00;58;50;23","No pulp mill.","1"
"00;58;50;23","00;58;54;24","Pulp mill came in in 1951, longafter that.","1"
"00;58;55;09","00;58;58;01","The logging started for the sawmill.","1"
"00;58;58;01","00;59;02;11","And so they took it all out by trainfrom lowest into the market.","1"
"00;59;03;01","00;59;03;27","It's a matter of fact.","1"
"00;59;03;27","00;59;06;07","They came in later there.","1"
"00;59;06;07","00;59;08;03","They had the Chinese Exclusion Act,","1"
"00;59;08;03","00;59;10;17","as you probably know,that they weren't supposed to be here.","1"
"00;59;10;17","00;59;12;18","And they came inand they would go where they.","1"
"00;59;12;18","00;59;16;18","But when the miners left hereand went to the next rush, which was,","1"
"00;59;17;11","00;59;20;01","I forget, the name of the gold rush,","1"
"00;59;20;01","00;59;25;07","the next gold rush, but,they would come in and have the pilings","1"
"00;59;25;07","00;59;27;22","and they would go throughwhat would been left.","1"
"00;59;27;22","00;59;29;09","A lot of these miners would high grade.","1"
"00;59;29;09","00;59;30;20","They get the easy gold.","1"
"00;59;30;20","00;59;33;15","The Chinese had comeand get this difficult stuff,","1"
"00;59;33;15","00;59;35;03","but they're really taken advantage of.","1"
"00;59;35;03","00;59;39;16","They if they found some gold, some of theCaucasian come in and jump their claims","1"
"00;59;39;16","00;59;43;10","and they had no recourse really,they were terribly taken advantage of.","1"
"00;59;43;29","00;59;46;29","They had a temple here in Piercewhere they worshiped.","1"
"00;59;47;08","00;59;49;27","And in fact, that that,","1"
"00;59;51;23","00;59;52;12","The the","1"
"00;59;52;12","00;59;57;22","altar and the some of the paraphernaliafor that temple are in the museum.","1"
"00;59;57;22","00;59;59;19","And Rufino","1"
"00;59;59;19","01;00;04;01","and so they hadand they had the big burner here","1"
"01;00;04;08","01;00;09;09","where they quick ahead of theone of the major stars was murdered.","1"
"01;00;10;00","01;00;12;22","And what had happened is two Chinese,","1"
"01;00;12;22","01;00;18;03","had come in from, Portlandand they found out that the white,","1"
"01;00;18;15","01;00;22;10","the Caucasian guy was getting all ofthe business from the Chinese miners.","1"
"01;00;22;26","01;00;25;14","So they had him killed, and I","1"
"01;00;25;14","01;00;30;11","they finally found the ledger fromthat guy's store about ten years ago.","1"
"01;00;30;23","01;00;34;04","And I was able to discoverfor the first time the reason that came in","1"
"01;00;35;03","01;00;38;16","the Caucasian was gettingall this business from the Chinese miners.","1"
"01;00;39;04","01;00;42;10","And the tongs didn't like thatthey had what they called Chinese tongs,","1"
"01;00;42;18","01;00;47;01","which were organizations formedlike sort of like fraternal groups.","1"
"01;00;47;28","01;00;48;21","And,","1"
"01;00;49;20","01;00;52;25","they were taking them up to Mulundfor a trial.","1"
"01;00;52;25","01;00;55;25","And about six miles out of here,","1"
"01;00;55;25","01;00;58;23","a posse stopped him and the hanged him.","1"
"01;00;58;23","01;01;03;13","They have a sign out here at the progoing to peers from peers out there.","1"
"01;01;03;21","01;01;05;16","We I or they say the hanging tree.","1"
"01;01;05;16","01;01;07;07","That's not correct.","1"
"01;01;07;07","01;01;09;27","It was the old road was down","1"
"01;01;09;27","01;01;12;27","by the creek therepath had a Chinese cemetery.","1"
"01;01;13;06","01;01;16;06","My grandmother always saidthat they had it in the wrong place,","1"
"01;01;16;18","01;01;19;29","that it was downfurther down on the old Peirce Road,","1"
"01;01;19;29","01;01;23;03","not the current Peirce Road,but they hanged them.","1"
"01;01;23;22","01;01;24;26","Right.","1"
"01;01;24;26","01;01;27;15","Right there on the spot.","1"
"01;01;27;15","01;01;29;19","That's that was long.","1"
"01;01;29;19","01;01;31;29","The Wild West","1"
"01;01;31;29","01;01;34;29","had come in to kill the storemanager of the store,","1"
"01;01;36;09","01;01;38;28","because he was getting all the businessfrom the Chinese miners","1"
"01;01;38;28","01;01;40;13","instead of the Chinese store.","1"
"01;01;40;13","01;01;41;29","The tongs wanted the money.","1"
"01;01;41;29","01;01;42;21","They were organized.","1"
"01;01;42;21","01;01;45;28","They wanted the money from the moneythat was coming into the stores","1"
"01;01;45;28","01;01;48;21","here in Pearce.And that money was drying up.","1"
"01;01;48;21","01;01;50;20","So they came up to see whatthe problem was.","1"
"01;01;50;20","01;01;55;11","They found out that the I can't thinkof the fella's name who had this store.","1"
"01;01;56;03","01;01;58;00","I've read it somewhere here.","1"
"01;01;58;00","01;02;00;09","What's that? Fraser. Fraser.","1"
"01;02;01;22","01;02;02;08","Yeah.","1"
"01;02;02;08","01;02;04;01","But so they. Were being taken.","1"
"01;02;04;01","01;02;07;00","And he was getting all the businessand they wanted to stop that, get","1"
"01;02;07;00","01;02;10;00","the money flowing againto Portland from the tongs.","1"
"01;02;10;13","01;02;12;24","So they murdered him","1"
"01;02;12;24","01;02;15;01","and they, then they","1"
"01;02;15;01","01;02;18;00","the posse came and got the peoplethat they thought had murdered him.","1"
"01;02;18;09","01;02;21;08","The two Chinese or three,I think there were six, maybe","1"
"01;02;21;27","01;02;24;27","5 or 5 Chinese.","1"
"01;02;25;13","01;02;28;05","And they taken them on their way up","1"
"01;02;28;05","01;02;32;03","to Shoshone, up in Mullan,which was now the","1"
"01;02;32;10","01;02;35;17","the county seat for trial.","1"
"01;02;35;17","01;02;40;03","And six miles out of here, they stuckposse stopped them and hanged them all.","1"
"01;02;40;21","01;02;43;00","Yes, they probably were guilty.","1"
"01;02;43;00","01;02;45;09","The that's the irony,","1"
"01;02;45;09","01;02;48;09","but that's nothow it's supposed to happen.","1"
"01;02;48;11","01;02;50;17","You're supposed to have a hearingbefore you have.","1"
"01;02;50;17","01;02;53;01","You say in the army,you know what you have.","1"
"01;02;53;01","01;02;55;20","Ready. Aim! Fire!You have ready! Fire! Aim!","1"
"01;02;55;20","01;02;57;05","And they were ready. Fire! Aim!","1"
"01;02;58;03","01;03;00;14","Actually, governor McConnell","1"
"01;03;00;14","01;03;04;12","was he had gone back to thean expo in Chicago and","1"
"01;03;05;14","01;03;09;08","and talked about all this great Timberlandbecause he'd just become a state","1"
"01;03;09;17","01;03;12;17","and the just having become a state,they didn't have any source of income","1"
"01;03;13;03","01;03;16;03","very slight population,","1"
"01;03;16;15","01;03;18;01","a small population.","1"
"01;03;18;01","01;03;21;01","And they neededthey needed the money to govern.","1"
"01;03;21;02","01;03;24;18","And they the state, every timethe territory became a state,","1"
"01;03;24;18","01;03;27;24","they got to selecta certain amount of land, a state, land.","1"
"01;03;28;14","01;03;31;29","And the, territorial governorgot to make that selection.","1"
"01;03;32;00","01;03;34;01","Of course,they selected a lot of the timber land","1"
"01;03;34;01","01;03;36;15","because that'swhere they considered the wealth to be.","1"
"01;03;36;15","01;03;39;14","And so a lot of that was inwhat is now later County","1"
"01;03;39;23","01;03;42;27","was then later County to actually and","1"
"01;03;44;07","01;03;44;24","what they","1"
"01;03;44;24","01;03;48;09","did was they put it up for bidso they could get some money","1"
"01;03;48;22","01;03;52;13","and warehouse or came in and startedthe mill at Potlatch.","1"
"01;03;52;29","01;03;56;12","That was calledthe Potlatch Lumber Company here","1"
"01;03;56;12","01;04;00;25","and in Clearwater County,it was the Clearwater Timber Company,","1"
"01;04;00;29","01;04;04;20","but they were both owned by Weyerhaeuser,where I said, come out.","1"
"01;04;05;12","01;04;08;12","And when you saw theyou actually made a trip out","1"
"01;04;09;07","01;04;12;18","and, saw the timberand they fact they signed the","1"
"01;04;13;04","01;04;17;04","and you gave the capital furtherthe took $500,000, which would now be,","1"
"01;04;17;04","01;04;20;04","I think like 6 million,something like that","1"
"01;04;20;07","01;04;23;06","in today's money.","1"
"01;04;23;08","01;04;24;29","And to get Clearwater","1"
"01;04;24;29","01;04;29;17","timber established and that'swhen they started the logging and,","1"
"01;04;29;18","01;04;32;18","but they waiteduntil they found the logging and they","1"
"01;04;32;26","01;04;36;11","the potlatch mill was,was, still operating.","1"
"01;04;36;18","01;04;39;19","Then they started, a mill in Elk River","1"
"01;04;40;10","01;04;42;20","because they'd had a,they'd had a blowdown.","1"
"01;04;42;20","01;04;47;09","John, where I discovered a blow down ofsix, about 6 million board feet of timber.","1"
"01;04;47;23","01;04;48;25","So they build a mill.","1"
"01;04;48;25","01;04;53;16","And in Elk River to log that timber.","1"
"01;04;54;05","01;04;55;28","They did it,but they found out they had a problem.","1"
"01;04;55;28","01;04;57;13","The snow was so deep.","1"
"01;04;57;13","01;05;01;08","They've had trouble getting thethe lumber out of the yards","1"
"01;05;01;08","01;05;05;03","and the lumber onto the trainsto get it up to up to Saint Mary's,","1"
"01;05;05;03","01;05;08;03","where they could hook up withthe with the Milwaukee Road.","1"
"01;05;09;20","01;05;12;04","And so John Warehouses said, look,","1"
"01;05;12;04","01;05;15;15","we have all this snow,we have this river to Lewiston.","1"
"01;05;16;09","01;05;18;15","You know what could be better?","1"
"01;05;18;15","01;05;21;00","What easier way to get timber down.","1"
"01;05;21;00","01;05;23;00","We don't have any snow in Lewiston.","1"
"01;05;23;00","01;05;25;09","So that'swhen they actually burned down the mill.","1"
"01;05;25;09","01;05;29;13","And and, Elk River and built the mill and,","1"
"01;05;30;05","01;05;33;05","in Lewistonthat I think it was completed in","1"
"01;05;33;07","01;05;36;07","like 27, 28","1"
"01;05;36;08","01;05;37;06","Potlatch.","1"
"01;05;37;06","01;05;39;20","They started logging here in 26,","1"
"01;05;39;20","01;05;42;17","but I'm not sure justwhen the mill was completed there,","1"
"01;05;42;17","01;05;47;18","but they dammed up their Clearwater andhad a lot big log pond there for the mill.","1"
"01;05;48;15","01;05;49;03","Gotcha.","1"
"01;05;49;03","01;05;52;02","Later County was they were smart.","1"
"01;05;52;07","01;05;55;28","They needed they needed the votesfrom later County to create a state.","1"
"01;05;56;15","01;05;59;15","And they said they wouldn't do itunless we got the university.","1"
"01;05;59;20","01;06;02;22","They first planned to have the universityat Eagle Rock.","1"
"01;06;03;04","01;06;05;06","You know, our Eagle Rock is Idaho Falls.","1"
"01;06;05;06","01;06;06;19","Exactly.","1"
"01;06;06;19","01;06;10;26","And they said, we will not vote to becomea state unless we get the university.","1"
"01;06;10;26","01;06;14;01","And that's when it went from EagleRock up to Moscow.","1"
"01;06;14;16","01;06;18;07","And then they went there,but they would vote until they built","1"
"01;06;18;07","01;06;21;07","the first administration building,because they wanted to make damn sure","1"
"01;06;21;21","01;06;24;18","that not only were they promising it,but it was going to happen.","1"
"01;06;24;18","01;06;28;15","So they built the first administrationbuilding just a year before.","1"
"01;06;28;29","01;06;30;28","Later, our county voted to become a state.","1"
"01;06;30;28","01;06;34;01","And that's how how lateour county got the university.","1"
"01;06;35;02","01;06;35;09","It was","1"
"01;06;35;09","01;06;38;09","blackmail, actually, in today's terms.","1"
"01;06;39;02","01;06;41;26","Well, I think one of the most colorful.","1"
"01;06;41;26","01;06;45;21","Characters was George McKinnon,who was an all country Scotsman,","1"
"01;06;46;10","01;06;49;13","and he was a campforeman, worked for my dad out of camp 14,","1"
"01;06;50;19","01;06;53;15","and he was a curmudgeonly guy.","1"
"01;06;53;15","01;06;57;15","And, and, during the war,they had trouble getting lumberjacks","1"
"01;06;57;15","01;07;01;02","because all the men were youngmen were in the in the service.","1"
"01;07;01;02","01;07;03;03","And so they're getting something.","1"
"01;07;03;03","01;07;03;24","But you have to know","1"
"01;07;03;24","01;07;07;11","is the old country lumberjacks,the Finland's, the Swedes, the Norwegians,","1"
"01;07;07;22","01;07;11;23","the Bohemians all wore suspendersand they all chewed snow.","1"
"01;07;12;03","01;07;13;07","You never saw a cigaret.","1"
"01;07;13;07","01;07;15;07","You never saw a belt.","1"
"01;07;15;07","01;07;17;29","And they crop off the bottom of their","1"
"01;07;17;29","01;07;21;03","their pants so they would get caught upin the in the limbs, in the woods.","1"
"01;07;22;17","01;07;24;06","Well, they're bringing these cowboys in.","1"
"01;07;24;06","01;07;25;05","And of course, during the war,","1"
"01;07;25;05","01;07;28;05","all manufacturedcigarets are going to the troops.","1"
"01;07;28;06","01;07;29;27","So you had","1"
"01;07;29;27","01;07;32;19","you had a bag of, of tobacco","1"
"01;07;32;19","01;07;37;01","and you had these little folders of, of, cigaret paper.","1"
"01;07;37;01","01;07;40;27","And you have to roll your own and judgmentand then you're either","1"
"01;07;41;05","01;07;42;20","sending these cowboys out the log.","1"
"01;07;42;20","01;07;45;20","And George McKinnon called up my dadand he said, Howard,","1"
"01;07;46;17","01;07;49;06","I don't want any more of thesegoddamn cowboys.","1"
"01;07;49;06","01;07;51;01","He said, I can't get any work out of them.","1"
"01;07;51;01","01;07;52;03","They aren't rolling a cigaret.","1"
"01;07;52;03","01;07;55;03","They're pulling up their pants.","1"
"01;07;56;08","01;07;59;03","And and then one time,","1"
"01;07;59;03","01;08;02;11","my dad thought he was doing them a favorto send out some watermelons.","1"
"01;08;02;11","01;08;06;00","They that you get some fresh fruit becausemost of the fruit came out of tin cans.","1"
"01;08;06;00","01;08;06;21","And in the camps.","1"
"01;08;07;21","01;08;10;14","He called up there and he said, Howard,no more watermelons,","1"
"01;08;10;14","01;08;13;14","said,they're 90% water and 10% disappointment.","1"
"01;08;15;01","01;08;16;21","So that was one of the colorful characters","1"
"01;08;16;21","01;08;19;21","that that I'm aware of,that my dad used to talk about","1"
"01;08;20;27","01;08;22;21","each followed their own,","1"
"01;08;22;21","01;08;28;01","their own trade, like the Sawyers,tended to be sweet and the,","1"
"01;08;28;23","01;08;31;23","the Teamsters tended to be Norwegians.","1"
"01;08;33;15","01;08;37;26","They not wasn't a rule or anything, butthat's just how they sort of gravitated.","1"
"01;08;38;08","01;08;40;08","It further came wherever the logging was.","1"
"01;08;40;08","01;08;41;15","Good.","1"
"01;08;41;15","01;08;44;17","And they and then they had the bunkhouseswhere they'd stay.","1"
"01;08;44;17","01;08;49;27","They had those old angleiron cot beds with mattresses.","1"
"01;08;50;07","01;08;53;05","That was after they'd had a strike at 36","1"
"01;08;53;05","01;08;56;05","before 1936.","1"
